YPD37,YPD37H,YPDAA,YPD
1.44,0.7,1.5555555555555556,1.625
1.46,0.55,1.5,1.5
1.36,0.75,1.5370370370370368,1.3125
1.18,0.35,1.7222222222222223,1.5416666666666667
1.66,0.7,1.648148148148148,1.5
1.46,0.6,1.4074074074074074,1.1666666666666667
1.56,0.65,1.3888888888888888,1.5208333333333333
1.2,0.95,1.4629629629629632,1.1458333333333333
1.46,0.5,1.5925925925925926,1.4791666666666667
1.68,0.5,1.648148148148148,1.375
1.22,0.3,1.2777777777777777,1.2291666666666667
1.64,0.45,1.6851851851851851,1.125
1.38,0.55,1.7777777777777777,1.3125
1.5,0.75,1.4259259259259258,1.375
1.5,0.35,1.5370370370370368,1.2291666666666667
1.48,0.65,1.6851851851851851,1.4166666666666667
1.48,0.3,1.5740740740740742,1.5208333333333333
1.5,0.55,1.8888888888888888,1.3541666666666667
1.58,0.55,1.6666666666666667,1.5208333333333333
1.28,0.4,1.3333333333333333,1.5416666666666667
1.5,0.55,1.6666666666666667,1.4791666666666667
1.32,0.75,1.4629629629629632,1.5208333333333333
1.42,0.65,1.5740740740740742,1.2291666666666667
1.64,0.55,1.5740740740740742,1.1666666666666667
1.38,0.4,1.6666666666666667,1.4375
1.62,0.5,1.5,1.4583333333333333
1.44,0.75,1.6111111111111112,1.3333333333333333
1.52,0.9,1.4074074074074074,1.1666666666666667
1.2,0.4,1.4074074074074074,1.3125
1.34,0.3,1.5185185185185186,1.4791666666666667
1.14,0.45,1.5370370370370368,1.3958333333333333
1.34,0.7,1.3703703703703705,1.4375
1.34,0.2,1.7777777777777777,1.3541666666666667
1.12,0.5,1.3333333333333333,1.6458333333333333
1.34,0.5,1.5185185185185186,1.4375
1.56,0.5,1.6851851851851851,1.4166666666666667
1.5,0.65,1.9444444444444444,1.7708333333333333
1.48,0.3,1.4259259259259258,1.4166666666666667
1.32,0.1,1.3333333333333333,1.3125
1.24,0.9,1.5555555555555556,1.3125
1.4,0.9,1.4444444444444444,1.7291666666666667
1.24,0.4,1.4259259259259258,1.5
1.4,0.7,1.351851851851852,1.7083333333333333
1.58,0.5,1.4259259259259258,1.125
1.66,0.4,1.4259259259259258,1.25
1.5,0.35,1.5,1.3958333333333333
1.34,0.6,1.2222222222222223,1.4375
1.22,0.7,1.2592592592592593,1.3333333333333333
1.48,0.55,1.6851851851851851,1.2708333333333333
1.34,0.35,1.2407407407407407,1.4583333333333333
1.08,0.85,1.4814814814814814,1.2708333333333333
1.74,0.65,1.4814814814814814,1.2916666666666667
1.32,0.8,1.4814814814814814,1.4166666666666667
1.5,0.5,1.2962962962962965,1.3958333333333333
1.66,0.35,1.6111111111111112,1.2708333333333333
1.4,0.15,1.7962962962962965,1.5625
1.46,0.75,1.5925925925925926,1.3125
1.6,0.9,1.4444444444444444,1.3541666666666667
1.6,0.9,1.7222222222222223,1.0
1.54,0.6,1.4259259259259258,1.1458333333333333
1.32,0.45,1.7037037037037035,1.4583333333333333
1.2,0.9,1.5925925925925926,1.4791666666666667
1.74,0.45,1.351851851851852,1.3125
1.18,0.65,1.5185185185185186,1.0
1.48,0.6,1.5555555555555556,1.4583333333333333
1.8,0.4,1.5925925925925926,1.3333333333333333
1.24,0.6,1.6666666666666667,1.2708333333333333
1.52,0.45,1.5,1.4375
1.28,0.35,1.648148148148148,1.8958333333333333
1.58,0.7,1.2592592592592593,1.3958333333333333
1.66,0.75,1.3333333333333333,1.2916666666666667
1.48,0.65,1.4629629629629632,1.5
1.34,1.0,1.8333333333333333,1.25
1.3,0.6,1.648148148148148,1.1458333333333333
1.64,0.65,1.5555555555555556,1.4375
1.26,0.8,1.1666666666666667,1.1666666666666667
1.5,0.55,1.1666666666666667,1.3125
1.74,0.4,1.7407407407407407,1.1458333333333333
1.5,1.15,1.8333333333333333,1.625
1.7,0.85,1.1851851851851851,1.3541666666666667
1.52,0.65,1.3703703703703705,1.2916666666666667
1.22,1.0,1.351851851851852,1.3125
1.64,0.5,1.9074074074074077,1.3541666666666667
1.38,0.8,1.4259259259259258,1.8333333333333333
1.82,0.4,1.648148148148148,1.4791666666666667
1.16,0.35,1.8333333333333333,1.4375
1.42,0.15,1.3888888888888888,1.2291666666666667
1.26,0.75,1.6851851851851851,1.125
1.3,0.4,1.7037037037037035,1.6041666666666667
1.54,0.55,1.5555555555555556,1.1666666666666667
1.26,0.75,1.7037037037037035,1.4375
1.5,0.75,1.6851851851851851,1.3333333333333333
1.4,0.55,1.6296296296296295,1.4791666666666667
1.66,0.5,1.5185185185185186,1.3333333333333333
1.42,0.35,1.5925925925925926,1.4791666666666667
1.42,0.5,1.6666666666666667,1.5208333333333333
1.54,0.35,1.4074074074074074,1.5416666666666667
1.42,0.7,1.5740740740740742,1.4166666666666667
1.56,0.5,1.4444444444444444,1.0625
1.42,0.9,1.5925925925925926,1.5416666666666667
1.18,0.7,1.6111111111111112,1.4791666666666667
1.4,0.35,1.6111111111111112,1.4791666666666667
1.38,1.4,1.5740740740740742,1.5416666666666667
1.28,0.6,1.5185185185185186,1.5625
1.5,0.65,1.4074074074074074,1.1666666666666667
1.3,0.5,1.6296296296296295,1.6875
1.28,0.25,1.2222222222222223,1.3125
1.8,0.7,1.9444444444444444,1.6875
1.58,0.6,1.4259259259259258,1.5
1.38,0.6,1.5555555555555556,1.2916666666666667
1.6,0.85,1.4444444444444444,1.5208333333333333
1.26,0.45,1.7592592592592593,1.375
1.48,0.7,1.4444444444444444,1.1041666666666667
1.66,0.75,1.5,1.3541666666666667
1.78,0.4,1.5185185185185186,1.2083333333333333
1.6,0.6,1.5740740740740742,1.3125
1.34,0.5,1.648148148148148,1.4583333333333333
1.34,0.9,1.4629629629629632,1.4375
1.5,0.25,1.3333333333333333,1.2916666666666667
1.22,0.75,1.3888888888888888,1.3333333333333333
1.2,0.3,1.4074074074074074,1.2291666666666667
1.48,0.45,1.5185185185185186,1.6041666666666667
1.58,1.0,1.7777777777777777,1.2916666666666667
1.5,0.6,1.4629629629629632,1.2291666666666667
1.24,0.5,1.6111111111111112,1.375
1.36,0.65,1.4814814814814814,1.1458333333333333
1.44,0.5,1.7777777777777777,1.5416666666666667
1.62,0.75,1.6666666666666667,1.4583333333333333
1.64,0.7,1.3703703703703705,1.2291666666666667
1.68,0.65,1.7592592592592593,1.4791666666666667
1.32,0.4,1.3148148148148149,1.2708333333333333
1.24,0.8,1.4629629629629632,1.0416666666666667
1.38,0.7,1.4259259259259258,1.2708333333333333
1.92,0.4,1.4259259259259258,1.2291666666666667
1.4,0.6,1.4629629629629632,1.5416666666666667
1.76,0.7,1.5370370370370368,1.7291666666666667
1.6,0.65,1.648148148148148,1.6666666666666667
1.1,0.4,1.7592592592592593,1.3541666666666667
1.54,0.6,1.7222222222222223,1.25
1.7,1.25,1.7407407407407407,1.6875
1.4,0.35,1.648148148148148,1.3333333333333333
1.4,0.6,1.7592592592592593,1.2916666666666667
1.3,0.65,1.3888888888888888,1.3125
1.12,0.4,1.3703703703703705,1.3958333333333333
1.4,0.65,1.4259259259259258,1.1458333333333333
1.26,0.4,1.4074074074074074,1.3125
1.5,0.35,1.2592592592592593,1.7291666666666667
1.32,0.45,1.4814814814814814,1.5833333333333333
1.3,0.75,1.8888888888888888,1.5416666666666667
1.4,0.25,1.648148148148148,1.4375
1.6,0.4,1.4629629629629632,1.3125
1.22,0.6,1.4074074074074074,1.2708333333333333
1.22,0.4,1.3703703703703705,1.4166666666666667
1.0,0.35,1.5555555555555556,1.3958333333333333
1.18,0.7,1.5555555555555556,1.375
1.42,0.45,1.4444444444444444,1.1666666666666667
1.5,0.6,1.3888888888888888,1.6666666666666667
1.26,0.5,1.8888888888888888,1.0833333333333333
1.26,0.5,1.5370370370370368,1.1458333333333333
1.4,0.55,1.2777777777777777,1.2291666666666667
1.5,0.65,1.5,1.625
1.52,0.65,1.4444444444444444,1.3125
1.22,0.7,1.4629629629629632,1.3125
1.32,0.25,1.4814814814814814,1.4375
1.44,0.55,1.5740740740740742,1.25
1.6,0.65,1.2777777777777777,1.3333333333333333
1.56,0.55,1.3703703703703705,1.3958333333333333
1.68,0.75,1.5740740740740742,1.3333333333333333
1.6,0.95,1.7037037037037035,1.4791666666666667
1.54,0.65,1.3333333333333333,1.25
1.52,0.75,1.6296296296296295,1.3958333333333333
1.06,0.85,1.2592592592592593,1.3125
1.68,0.6,1.7407407407407407,1.7083333333333333
1.36,0.55,1.2592592592592593,1.2916666666666667
1.66,0.55,1.3888888888888888,1.3125
1.58,0.55,1.1666666666666667,1.3541666666666667
1.62,0.45,1.4629629629629632,1.2708333333333333
1.34,0.75,1.5185185185185186,1.2916666666666667
1.18,0.4,1.7037037037037035,1.1875
1.5,1.0,1.4074074074074074,1.5208333333333333
1.44,0.55,1.5925925925925926,1.6875
1.52,0.95,1.3148148148148149,1.3541666666666667
1.36,0.65,1.5,1.3541666666666667
1.52,0.35,1.4074074074074074,1.2083333333333333
1.64,0.4,1.5555555555555556,1.375
1.48,0.4,1.5370370370370368,1.4583333333333333
1.4,0.7,1.351851851851852,1.25
1.32,0.6,1.6296296296296295,1.2708333333333333
1.24,0.45,1.7962962962962965,1.7291666666666667
1.06,0.8,1.6851851851851851,1.6875
1.26,0.65,1.7222222222222223,1.375
1.38,0.05,1.6296296296296295,1.7083333333333333
1.5,0.9,1.5740740740740742,1.3541666666666667
1.52,0.45,1.4629629629629632,1.2708333333333333
1.48,0.5,1.3333333333333333,1.4375
1.5,0.5,1.351851851851852,1.2291666666666667
1.52,0.8,1.4259259259259258,1.4791666666666667
1.6,0.65,1.4074074074074074,1.3333333333333333
1.5,0.5,1.7592592592592593,1.375
1.4,0.7,1.5925925925925926,1.4583333333333333
1.7,0.35,1.4074074074074074,1.4166666666666667
1.42,0.85,1.6666666666666667,1.4166666666666667
1.48,0.45,1.5555555555555556,1.3333333333333333
1.44,0.35,1.5185185185185186,1.2291666666666667
1.26,0.7,1.5185185185185186,1.2291666666666667
1.24,0.6,1.7407407407407407,1.1875
1.42,0.55,1.4814814814814814,1.3333333333333333
1.28,0.5,1.4814814814814814,1.1875
1.4,0.6,1.6296296296296295,1.375
1.5,0.65,1.3333333333333333,1.4583333333333333
1.32,0.6,1.4074074074074074,1.5416666666666667
1.26,0.55,1.6666666666666667,1.2083333333333333
1.38,1.0,1.5185185185185186,1.2291666666666667
1.46,0.65,1.5,1.6666666666666667
1.26,1.05,1.351851851851852,1.6875
1.5,0.4,1.5185185185185186,1.1666666666666667
1.12,0.7,1.5185185185185186,1.5
1.34,0.9,1.4444444444444444,1.4375
1.5,0.5,1.9259259259259256,1.375
1.44,0.45,1.351851851851852,1.4375
1.16,0.55,1.2222222222222223,1.25
1.36,0.5,1.7777777777777777,1.5
1.74,0.45,1.6296296296296295,1.3541666666666667
1.72,0.95,1.4074074074074074,1.25
1.34,0.3,1.5925925925925926,1.1666666666666667
1.5,0.4,1.3888888888888888,1.3958333333333333
1.64,0.5,1.6111111111111112,1.3333333333333333
1.44,0.65,1.5185185185185186,1.3541666666666667
1.72,0.5,1.5925925925925926,1.4166666666666667
1.54,0.5,1.7407407407407407,1.2291666666666667
1.2,0.4,1.5,1.2708333333333333
1.36,0.65,1.7037037037037035,1.4583333333333333
1.5,0.55,1.4814814814814814,1.4583333333333333
1.34,0.4,1.6296296296296295,1.1666666666666667
1.58,0.65,1.2777777777777777,1.3958333333333333
1.3,0.7,1.2962962962962965,1.3125
1.22,0.5,1.5370370370370368,1.2708333333333333
1.4,0.5,1.5370370370370368,1.625
1.18,0.9,1.6666666666666667,1.75
1.18,0.4,1.5740740740740742,1.6666666666666667
1.58,0.3,1.6111111111111112,1.4166666666666667
1.62,0.3,1.7777777777777777,1.4166666666666667
1.6,0.45,1.6111111111111112,1.4791666666666667
1.38,0.4,1.6666666666666667,1.4375
1.42,0.6,1.5185185185185186,1.6458333333333333
1.42,1.0,1.5370370370370368,1.5
1.68,0.7,1.5555555555555556,1.2708333333333333
1.54,0.7,1.4259259259259258,1.4166666666666667
1.24,0.3,1.4259259259259258,1.1041666666666667
1.48,0.65,1.8703703703703705,1.3541666666666667
1.26,0.8,1.8148148148148149,1.4166666666666667
1.36,0.55,1.3333333333333333,1.2708333333333333
1.24,0.4,1.1851851851851851,1.25
1.42,0.55,1.5185185185185186,1.5625
1.42,0.5,1.4074074074074074,1.2291666666666667
1.48,0.55,1.7777777777777777,1.6666666666666667
1.62,0.45,1.6111111111111112,1.2916666666666667
1.32,0.8,1.8703703703703705,1.4166666666666667
1.46,0.4,1.6666666666666667,1.5
1.5,0.45,1.4629629629629632,1.3125
1.24,0.5,1.5370370370370368,1.5416666666666667
1.24,0.6,1.4074074074074074,1.4166666666666667
1.62,0.5,1.5925925925925926,1.3541666666666667
1.3,0.3,1.6296296296296295,1.6666666666666667
1.68,0.3,1.3703703703703705,1.5625
1.54,0.3,1.4814814814814814,1.2708333333333333
1.66,0.35,1.5740740740740742,1.5625
1.34,0.85,1.5,1.3125
1.4,0.65,1.4074074074074074,1.1458333333333333
1.0,0.55,1.7407407407407407,1.5208333333333333
1.48,0.5,1.2407407407407407,1.3333333333333333
1.2,0.4,1.6666666666666667,1.5416666666666667
1.66,0.75,1.5185185185185186,1.5416666666666667
1.32,0.4,1.6666666666666667,1.3333333333333333
1.3,0.7,1.5185185185185186,1.3125
1.48,0.6,1.7222222222222223,1.5208333333333333
1.72,0.7,1.648148148148148,1.375
1.24,0.45,1.2222222222222223,1.4166666666666667
1.52,0.35,1.5740740740740742,1.2291666666666667
1.32,0.5,1.2777777777777777,1.4375
1.32,0.55,1.5555555555555556,1.1875
1.62,0.75,1.6851851851851851,1.3333333333333333
1.56,0.35,1.4444444444444444,1.4583333333333333
1.44,0.75,1.4629629629629632,1.4791666666666667
1.34,0.6,1.3888888888888888,1.4791666666666667
1.4,0.65,1.5,1.4791666666666667
1.82,0.9,1.5,1.375
1.58,0.4,1.4629629629629632,1.5
1.3,0.8,1.3333333333333333,1.2291666666666667
1.64,0.75,1.5740740740740742,1.5416666666666667
1.16,0.4,1.6111111111111112,1.3958333333333333
1.62,0.45,1.4444444444444444,1.8125
1.4,0.45,1.2962962962962965,1.2291666666666667
1.22,0.4,1.5555555555555556,1.375
1.52,1.05,1.5925925925925926,1.7291666666666667
1.34,0.3,1.7037037037037035,1.875
1.74,0.35,1.5925925925925926,1.2291666666666667
1.4,0.8,1.7407407407407407,1.4375
1.3,0.65,1.3333333333333333,1.3541666666666667
1.5,0.5,1.7777777777777777,1.1666666666666667
1.6,0.35,1.1851851851851851,1.2291666666666667
1.36,0.35,1.5370370370370368,1.4166666666666667
1.6,0.3,1.7407407407407407,1.5416666666666667
1.72,0.45,1.6851851851851851,1.4166666666666667
1.42,0.4,1.5740740740740742,1.0625
1.56,0.3,1.3888888888888888,1.4166666666666667
1.34,0.55,1.3888888888888888,1.3333333333333333
1.26,0.65,1.5,1.3125
1.2,0.8,1.3703703703703705,1.1875
1.3,0.45,1.7222222222222223,1.6458333333333333
1.56,0.7,1.5740740740740742,1.3333333333333333
1.38,0.35,1.6851851851851851,1.5208333333333333
1.26,0.35,1.5925925925925926,1.625
1.12,0.45,1.4259259259259258,1.2916666666666667
1.54,0.6,1.5185185185185186,1.625
1.4,0.6,1.4259259259259258,1.4791666666666667
1.7,0.85,1.5740740740740742,1.3125
1.66,0.35,1.4074074074074074,1.5833333333333333
1.82,0.2,1.4444444444444444,1.375
1.5,0.35,1.6111111111111112,1.625
1.3,0.35,1.3333333333333333,1.1458333333333333
1.78,0.75,1.7037037037037035,1.5833333333333333
1.86,0.5,1.5740740740740742,1.2916666666666667
1.8,0.45,1.6666666666666667,1.3125
1.4,0.55,1.8333333333333333,1.4791666666666667
1.4,0.6,1.4074074074074074,1.3541666666666667
1.54,0.35,1.7407407407407407,1.5625
1.12,0.6,1.6666666666666667,1.6041666666666667
1.6,0.65,1.6851851851851851,1.1875
1.3,0.65,1.5555555555555556,1.2291666666666667
1.42,0.45,1.5370370370370368,1.0208333333333333
1.24,0.35,1.7222222222222223,1.4166666666666667
1.36,0.55,1.2962962962962965,1.3958333333333333
1.36,0.45,1.3148148148148149,1.5833333333333333
1.44,0.25,1.6111111111111112,1.0
1.52,0.55,1.3148148148148149,1.6666666666666667
1.32,0.35,1.5185185185185186,1.4583333333333333
1.26,0.75,1.851851851851852,1.6875
1.4,0.65,1.5,1.5625
1.4,0.4,1.6111111111111112,1.4375
1.4,0.45,1.6111111111111112,1.2291666666666667
1.64,0.4,1.3888888888888888,1.6041666666666667
1.24,0.25,1.7407407407407407,1.4166666666666667
1.24,0.7,1.5555555555555556,1.2291666666666667
1.22,0.35,1.6296296296296295,1.3958333333333333
1.48,0.55,1.3148148148148149,1.5
1.44,0.55,1.5925925925925926,1.5208333333333333
1.58,0.5,1.3333333333333333,1.0
1.3,0.55,1.6296296296296295,1.2916666666666667
1.3,0.65,1.7592592592592593,1.4375
1.7,0.7,1.3333333333333333,1.5208333333333333
1.32,0.6,1.5925925925925926,1.4583333333333333
1.6,0.6,1.1851851851851851,1.6875
1.68,0.55,1.5740740740740742,1.4166666666666667
1.28,0.7,1.7407407407407407,1.7083333333333333
1.5,0.45,1.3703703703703705,1.4791666666666667
1.36,0.6,1.2962962962962965,1.4791666666666667
1.24,0.6,1.6666666666666667,1.2708333333333333
1.76,0.5,1.351851851851852,1.1666666666666667
1.72,0.95,1.5555555555555556,1.375
1.4,0.9,1.7777777777777777,1.4166666666666667
1.36,0.3,1.4074074074074074,1.3125
1.76,0.65,1.6666666666666667,1.3541666666666667
1.46,0.6,1.2962962962962965,1.1875
1.54,0.45,1.351851851851852,1.5416666666666667
1.42,0.45,1.5740740740740742,1.4375
1.64,0.75,1.5740740740740742,1.4791666666666667
1.58,0.25,1.4259259259259258,1.0416666666666667
1.36,0.45,1.5,1.375
1.34,0.5,1.4259259259259258,1.1666666666666667
1.2,0.55,1.6666666666666667,1.2291666666666667
1.28,0.55,1.5925925925925926,1.5833333333333333
1.64,1.1,1.5370370370370368,1.2083333333333333
1.56,0.55,1.5555555555555556,1.3333333333333333
1.48,0.7,1.5740740740740742,1.75
1.12,0.8,1.351851851851852,1.4583333333333333
1.26,0.15,1.5740740740740742,1.625
1.28,0.65,1.5185185185185186,1.5
0.98,0.45,1.4074074074074074,1.375
1.48,0.35,1.4814814814814814,1.2916666666666667
1.22,0.65,1.2407407407407407,1.1875
1.56,0.45,1.3333333333333333,1.2916666666666667
1.48,0.4,1.4259259259259258,1.4791666666666667
1.14,0.4,1.3888888888888888,1.4375
1.42,0.7,1.4074074074074074,1.3333333333333333
1.54,0.3,1.5740740740740742,1.1666666666666667
1.7,0.45,1.6296296296296295,1.5416666666666667
1.68,0.75,1.5925925925925926,1.4375
1.34,0.7,1.5740740740740742,1.375
1.54,0.5,1.5185185185185186,1.4583333333333333
1.3,0.7,1.6111111111111112,1.2708333333333333
1.46,0.4,1.7222222222222223,1.1041666666666667
1.6,0.8,1.648148148148148,1.3541666666666667
1.4,0.6,1.6666666666666667,1.625
1.0,0.8,1.5370370370370368,1.5416666666666667
1.42,0.8,1.4074074074074074,1.4375
1.22,0.55,1.648148148148148,1.4166666666666667
1.38,0.7,1.4074074074074074,1.5208333333333333
1.54,0.6,1.3333333333333333,1.3333333333333333
1.48,0.2,1.5925925925925926,1.4583333333333333
1.5,0.45,2.2222222222222223,1.9375
1.2,0.4,1.3888888888888888,1.2291666666666667
1.36,0.65,1.6851851851851851,1.2708333333333333
1.52,0.4,1.5925925925925926,1.5416666666666667
1.2,0.8,1.5185185185185186,1.3125
1.46,1.0,1.8148148148148149,1.2083333333333333
1.26,0.4,1.6666666666666667,1.6041666666666667
1.44,0.55,1.7222222222222223,1.3125
1.06,0.25,1.4444444444444444,1.2083333333333333
1.6,0.75,1.6296296296296295,1.5208333333333333
1.24,0.75,1.648148148148148,1.3125
1.2,0.5,1.5925925925925926,1.4375
1.34,0.7,1.6296296296296295,1.3958333333333333
1.24,0.25,1.5,1.125
1.62,0.4,1.5925925925925926,1.7083333333333333
1.64,0.5,1.5,1.4375
1.44,0.45,1.4814814814814814,1.5
1.94,0.4,1.4259259259259258,1.6041666666666667
1.28,0.75,1.5370370370370368,1.375
1.34,0.75,1.5740740740740742,1.3958333333333333
1.56,0.4,1.4444444444444444,1.375
1.58,0.5,1.4629629629629632,1.4375
1.18,0.55,1.7407407407407407,1.3125
1.64,0.45,1.6296296296296295,1.2708333333333333
1.52,1.0,1.7037037037037035,0.9791666666666666
1.38,0.3,1.5740740740740742,1.3958333333333333
1.5,1.5,1.7222222222222223,1.625
1.3,0.35,1.5185185185185186,1.3958333333333333
1.42,0.65,1.4259259259259258,1.5
